Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"You will answer questions about eight images. After that, you will answer general questions about your perception of the US population. Finally, you will answer some demographic questions about yourself. The survey will take approximately 5-10 minutes to complete.


No personal information is collected. There are no apparent risks associated with the user study. You have the right to withdraw at any point during the study.


The Principal Investigator for this study is Prof. Yasir Zaki of New York University Abu Dhabi (yasir.zaki@nyu.edu). Please contact us for  any inquiries.


By clicking the button below, you acknowledge:


1. Your participation in the competition is voluntary.
2. You are 18 years of age or older.
3. You are aware that you may withdraw from the study at any time for any reason.",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Q1: What do you think is the budget of this movie? - Budget,"Q2: In this movie, there is a single actress/actor who plays the leading role. Based on the movie poster, what do you think is the perceived In this movie, there is a single actress/actor who plays the leading role. Based on the movie poster, what do you think is the perceived race of that actress/actor? of that actress/actor? - Race",Q3: What do you think is the main genre of this movie?,Q4: What rating do you think this movie received from viewers? - Rating,Q1: What do you think is the budget of this movie? - Budget,"Q2: In this movie, there is a single actress/actor who plays the leading role. Based on the movie poster, what do you think is the perceived In this movie, there is a single actress/actor who plays the leading role. Based on the movie poster, what do you think is the perceived race of that actress/actor? of that actress/actor? - Race",Q3: What do you think is the main genre of this movie?,Q4: What rating do you think this movie received from viewers? - Rating,Q1: What do you think is the budget of this movie? - Budget,"Q2: In this movie, there is a single actress/actor who plays the leading role. Based on the movie poster, what do you think is the perceived In this movie, there is a single actress/actor who plays the leading role. Based on the movie poster, what do you think is the perceived race of that actress/actor? of that actress/actor? - Race",Q3: What do you think is the main genre of this movie?,Q4: What rating do you think this movie received from viewers? - Rating,Q1: What do you think is the budget of this movie? - Budget,"Q2: In this movie, there is a single actress/actor who plays the leading role. Based on the movie poster, what do you think is the perceived In this movie, there is a single actress/actor who plays the leading role. Based on the movie poster, what do you think is the perceived race of that actress/actor? of that actress/actor? - Race",Q3: What do you think is the main genre of this movie?,Q4: What rating do you think this movie received from viewers? - Rating,Q1: What do you think is the budget of this movie? - Budget,"Q2: In this movie, there is a single actress/actor who plays the leading role. Based on the movie poster, what do you think is the perceived In this movie, there is a single actress/actor who plays the leading role. Based on the movie poster, what do you think is the perceived race of that actress/actor? of that actress/actor? - Race",Q3: What do you think is the main genre of this movie?,Q4: What rating do you think this movie received from viewers? - Rating,Q1: What do you think is the budget of this movie? - Budget,"Q2: In this movie, there is a single actress/actor who plays the leading role. Based on the movie poster, what do you think is the perceived In this movie, there is a single actress/actor who plays the leading role. Based on the movie poster, what do you think is the perceived race of that actress/actor? of that actress/actor? - Race",Q3: What do you think is the main genre of this movie?,Q4: What rating do you think this movie received from viewers? - Rating,Q1: What do you think is the budget of this movie? - Budget,"Q2: In this movie, there is a single actress/actor who plays the leading role. Based on the movie poster, what do you think is the perceived In this movie, there is a single actress/actor who plays the leading role. Based on the movie poster, what do you think is the perceived race of that actress/actor? of that actress/actor? - Race",Q3: What do you think is the main genre of this movie?,Q4: What rating do you think this movie received from viewers? - Rating,Q1: What do you think is the budget of this movie? - Budget,"Q2: In this movie, there is a single actress/actor who plays the leading role. Based on the movie poster, what do you think is the perceived In this movie, there is a single actress/actor who plays the leading role. Based on the movie poster, what do you think is the perceived race of that actress/actor? of that actress/actor? - Race",Q3: What do you think is the main genre of this movie?,Q4: What rating do you think this movie received from viewers? - Rating,"If you had to guess, what percentage of White employees play a leading role in their organization? - Percentage","If you had to guess, what percentage of Black employees play a leading role in their organization? - Percentage","If you had to guess, what percentage of Asian employees play a leading role in their organization? - Percentage","If you had to guess, what percentage of Latinx employees play a leading role in their organization? - Percentage",Q1: What do you think is the price of the product advertised in this image? - Price ($),Q2: What do you think is the perceived race of the model in this advertisement? - Race,"Q3: In your opinion, how effective is the advertisement in convincing viewers to buy this product? - Effectiveness",Q1: What do you think is the price of the product advertised in this image? - Price ($),Q2: What do you think is the perceived race of the model in this advertisement? - Race,"Q3: In your opinion, how effective is the advertisement in convincing viewers to buy this product? - Effectiveness",Q1: What do you think is the price of the product advertised in this image? - Price ($),Q2: What do you think is the perceived race of the model in this advertisement? - Race,"Q3: In your opinion, how effective is the advertisement in convincing viewers to buy this product? - Effectiveness",Q1: What do you think is the price of the product advertised in this image? - Price ($),Q2: What do you think is the perceived race of the model in this advertisement? - Race,"Q3: In your opinion, how effective is the advertisement in convincing viewers to buy this product? - Effectiveness",Q1: What do you think is the price of the product advertised in this image? - Price ($),Q2: What do you think is the perceived race of the model in this advertisement? - Race,"Q3: In your opinion, how effective is the advertisement in convincing viewers to buy this product? - Effectiveness",Q1: What do you think is the price of the product advertised in this image? - Price ($),Q2: What do you think is the perceived race of the model in this advertisement? - Race,"Q3: In your opinion, how effective is the advertisement in convincing viewers to buy this product? - Effectiveness",Q1: What do you think is the price of the product advertised in this image? - Price ($),Q2: What do you think is the perceived race of the model in this advertisement? - Race,"Q3: In your opinion, how effective is the advertisement in convincing viewers to buy this product? - Effectiveness",Q1: What do you think is the price of the product advertised in this image? - Price ($),Q2: What do you think is the perceived race of the model in this advertisement? - Race,"Q3: In your opinion, how effective is the advertisement in convincing viewers to buy this product? - Effectiveness","If you had to guess, what proportion of White households in the US do you think make more than $500,000 a year? - Percentage","If you had to guess, what proportion of Black households in the US do you think make more than $500,000 a year? - Percentage","If you had to guess, what proportion of Asian households in the US do you think make more than $500,000 a year? - Percentage","If you had to guess, what proportion of Latinx households in the US do you think make more than $500,000 a year? - Percentage","Q1: In your opinion, how effective is the magazine cover in convincing viewers to buy this magazine issue? - Effectiveness",Q2: How old do you think the model portrayed in this magazine cover is? - Age,Q3: What do you think is the perceived race of the model shown on the cover? - Race,"Q1: In your opinion, how effective is the magazine cover in convincing viewers to buy this magazine issue? - Effectiveness",Q2: How old do you think the model portrayed in this magazine cover is? - Age,Q3: What do you think is the perceived race of the model shown on the cover? - Race,"Q1: In your opinion, how effective is the magazine cover in convincing viewers to buy this magazine issue? - Effectiveness",Q2: How old do you think the model portrayed in this magazine cover is? - Age,Q3: What do you think is the perceived race of the model shown on the cover? - Race,"Q1: In your opinion, how effective is the magazine cover in convincing viewers to buy this magazine issue? - Effectiveness",Q2: How old do you think the model portrayed in this magazine cover is? - Age,Q3: What do you think is the perceived race of the model shown on the cover? - Race,"Q1: In your opinion, how effective is the magazine cover in convincing viewers to buy this magazine issue? - Effectiveness",Q2: How old do you think the model portrayed in this magazine cover is? - Age,Q3: What do you think is the perceived race of the model shown on the cover? - Race,"Q1: In your opinion, how effective is the magazine cover in convincing viewers to buy this magazine issue? - Effectiveness",Q2: How old do you think the model portrayed in this magazine cover is? - Age,Q3: What do you think is the perceived race of the model shown on the cover? - Race,"Q1: In your opinion, how effective is the magazine cover in convincing viewers to buy this magazine issue? - Effectiveness",Q2: How old do you think the model portrayed in this magazine cover is? - Age,Q3: What do you think is the perceived race of the model shown on the cover? - Race,"Q1: In your opinion, how effective is the magazine cover in convincing viewers to buy this magazine issue? - Effectiveness",Q2: How old do you think the model portrayed in this magazine cover is? - Age,Q3: What do you think is the perceived race of the model shown on the cover? - Race,"If you had to guess, what percentage of the US population associate the terms ""fashionable"" and ""classy"" with White people? - Percentage","If you had to guess, what percentage of the US population associate the terms ""fashionable"" and ""classy"" with Black people? - Percentage","If you had to guess, what percentage of the US population associate the terms ""fashionable"" and ""classy"" with Asian people? - Percentage","If you had to guess, what percentage of the US population associate the terms ""fashionable"" and ""classy"" with Latinx people? - Percentage","If you had to guess, what percentage of the US population associate the terms ""beautiful"" and ""attractive"" with White people? - Percentage","If you had to guess, what percentage of the US population associate the terms ""beautiful"" and ""attractive"" with Black people? - Percentage","If you had to guess, what percentage of the US population associate the terms ""beautiful"" and ""attractive"" with Asian people? - Percentage","If you had to guess, what percentage of the US population associate the terms ""beautiful"" and ""attractive"" with Latinx people? - Percentage",How would you describe your political ideology,What is your age? - age,Please select your gender identity? - Selected Choice,Please select your gender identity? - Other (specify) - Text,Which of the following best describes your race?,What is the highest level of education you have completed? - Selected Choice,What is the highest level of education you have completed? - Other (specify) - Text,​​Which of the following best describes your total annual income before taxes?,"What city do you reside in? Please indicate the city and state separated with a comma (e.g, Tulsa, Oklahoma).",Openness to Experience - I enjoy trying new things,Openness to Experience - I am open to new experiences,Openness to Experience - I am imaginative and creative,Openness to Experience - I prefer variety to routine,Conscientiousness - I am organized and pay attention to details,Conscientiousness - I am diligent and work hard,Conscientiousness - I follow through on tasks,Conscientiousness - I am responsible and reliable,Extraversion - I am outgoing and sociable,Extraversion - I enjoy being around other people,Extraversion - I am talkative and assertive in social situations,Extraversion - I seek excitement and stimulation,Agreeableness - I am considerate and kind to others,Agreeableness - I am sympathetic and compassionate,Agreeableness - I value cooperation and harmony,Agreeableness - I trust others and believe in their good intentions,Neuroticism - I often feel anxious or worried,Neuroticism - I am easily upset or stressed,Neuroticism - I experience frequent mood swings,Neuroticism - I tend to be more sensitive to criticism
17/04/2024 13:39,17/04/2024 13:44,IP Address,45.59.224.30,100,322,TRUE,17/04/2024 13:44,R_2nPoUlyipTwZq6O,,,,,33.8358,-117.9063,anonymous,EN,"I consent, begin the study",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65013,Asian,Slightly effective (1),70241,Asian,Slightly ineffective (-1),90885,Black,Slightly effective (1),60054,Latinx,Slightly effective (1),60724,Latinx,Very ineffective (-3),70509,Black,Effective (2),90214,White,Slightly effective (1),80161,White,Slightly effective (1),20,5,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lean Democrat,27,Female,,Other,Bachelor's Degree,,"$75,000 - $99,999",Los Angeles,Strongly Agree [2],Strongly Agree [2],Agree [1],Neutral [0],Strongly Agree [2],Agree [1],Agree [1],Strongly Agree [2],Strongly Disagree [-2],Disagree [-1],Strongly Disagree [-2],Strongly Agree [2],Agree [1],Agree [1],Strongly Agree [2],Neutral [0],Agree [1],Neutral [0],Strongly Disagree [-2],Agree [1]
17/04/2024 13:30,17/04/2024 13:51,IP Address,24.145.19.144,100,1285,TRUE,17/04/2024 13:51,R_2fwa9xhowEQUhMt,,,,,40.5076,-78.3925,anonymous,EN,"I consent, begin the study",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19437,Asian,Effective (2),22252,Asian,Very effective (3),25469,Black,Very effective (3),2413,White,Slightly ineffective (-1),12601,White,Very effective (3),10590,Black,Effective (2),50000,White,Very effective (3),8311,White,Very effective (3),81,70,92,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,strong Democrat,56,Female,,Black or African American,High School Diploma or Equivalent,,"Less than $25,000",Altoona P.A,Strongly Agree [2],Agree [1],Strongly Agree [2],Neutral [0],Strongly Agree [2],Strongly Agree [2],Strongly Agree [2],Strongly Agree [2],Agree [1],Agree [1],Agree [1],Agree [1],Strongly Agree [2],Strongly Agree [2],Agree [1],Neutral [0],Neutral [0],Disagree [-1],Disagree [-1],Disagree [-1]
17/04/2024 14:00,17/04/2024 14:05,IP Address,172.91.3.2,100,332,TRUE,17/04/2024 14:05,R_5nJ0HQkMzOeVNN1,,,,,34.0672,-118.3016,anonymous,EN,"I consent, begin the study",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ineffective (-2),29,Asian,Slightly effective (1),25,Asian,Ineffective (-2),34,Black,Ineffective (-2),26,Black,Slightly effective (1),34,LatinX,Ineffective (-2),54,White,Ineffective (-2),26,White,Slightly effective (1),23,Other,67,34,43,30,68,43,51,48,strong Democrat,23,Non-binary / third gender,,Black or African American,Bachelor's Degree,,"Less than $25,000","Los Angeles, California",Strongly Agree [2],Strongly Agree [2],Strongly Agree [2],Agree [1],Neutral [0],Agree [1],Agree [1],Agree [1],Disagree [-1],Neutral [0],Disagree [-1],Agree [1],Agree [1],Agree [1],Agree [1],Agree [1],Disagree [-1],Disagree [-1],Disagree [-1],Disagree [-1]
17/04/2024 13:52,17/04/2024 14:06,IP Address,172.58.14.74,100,843,TRUE,17/04/2024 14:06,R_3shmVhRpxTX9ckB,,,,,44.9834,-93.2622,anonymous,EN,"I consent, begin the study",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slightly effective (1),26,Asian,Slightly effective (1),25,Asian,Neutral (0),33,Black,Slightly effective (1),29,Black,Effective (2),37,LatinX,Neutral (0),45,White,Neutral (0),34,White,Effective (2),25,Asian,49,42,38,49,72,32,40,51,lean Democrat,56,Female,,Black or African American,Doctoral Degree,,"$100,000 - $149,999",Michigan,Strongly Agree [2],Strongly Agree [2],Strongly Agree [2],Strongly Agree [2],Strongly Agree [2],Strongly Agree [2],Strongly Agree [2],Strongly Agree [2],Strongly Agree [2],Strongly Agree [2],Disagree [-1],Strongly Agree [2],Strongly Agree [2],Strongly Agree [2],Strongly Agree [2],Strongly Agree [2],Disagree [-1],Disagree [-1],Strongly Disagree [-2],Strongly Disagree [-2]
17/04/2024 14:02,17/04/2024 14:06,IP Address,75.91.103.63,100,293,TRUE,17/04/2024 14:06,R_1i99YNXtchalDY5,,,,,29.9388,-82.8972,anonymous,EN,"I consent, begin the study",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10992,Asian,Neutral (0),14209,Asian,Neutral (0),20509,Black,Neutral (0),23458,Latinx,Neutral (0),17426,Other,Neutral (0),48794,Black,Slightly effective (1),45442,White,Neutral (0),47721,White,Neutral (0),15,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,strong Democrat,42,Female,,White,Some College or Associate's Degree,,"$100,000 - $149,999","Citra, FL",Agree [1],Strongly Agree [2],Agree [1],Neutral [0],Agree [1],Agree [1],Agree [1],Agree [1],Neutral [0],Neutral [0],Disagree [-1],Neutral [0],Agree [1],Agree [1],Agree [1],Agree [1],Neutral [0],Disagree [-1],Disagree [-1],Disagree [-1]
17/04/2024 13:47,17/04/2024 14:09,IP Address,75.243.54.135,100,1332,TRUE,17/04/2024 14:09,R_11E0brGEQ5S5HGh,,,,,38.6161,-90.3185,anonymous,EN,"I consent, begin the study",,,,,95,White,Comedy,6,150,Asian,Action,8,150,Asian,Action,8,102,Black,Drama,8,150,White,Drama,6,152,Black,Action,9,100,Latinx,Drama,7,100,Latinx,Action,6,71,73,71,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,independent,26,Female,,Black or African American,Doctoral Degree,,"$150,000 - $199,999","missouri,St Louis",Strongly Agree [2],Strongly Agree [2],Agree [1],Neutral [0],Strongly Agree [2],Strongly Agree [2],Agree [1],Strongly Agree [2],Neutral [0],Neutral [0],Disagree [-1],Disagree [-1],Agree [1],Neutral [0],Strongly Agree [2],Neutral [0],Neutral [0],Neutral [0],Agree [1],Neutral [0]
17/04/2024 14:05,17/04/2024 14:09,IP Address,173.93.96.149,100,244,TRUE,17/04/2024 14:09,R_6vx9gCouTOHVmMx,,,,,34.157,-77.9136,anonymous,EN,"I consent, begin the study",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2547,Asian,Ineffective (-2),2279,Asian,Ineffective (-2),10188,Black,Slightly effective (1),25603,Latinx,Effective (2),402,Latinx,Ineffective (-2),5496,Black,Effective (2),2011,White,Effective (2),1072,White,Slightly effective (1),5,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lean Democrat,32,Female,,White,Bachelor's Degree,,"Less than $25,000","Wilmington, North Carolina",Agree [1],Agree [1],Agree [1],Strongly Agree [2],Agree [1],Agree [1],Strongly Agree [2],Agree [1],Disagree [-1],Agree [1],Disagree [-1],Agree [1],Strongly Agree [2],Strongly Agree [2],Strongly Agree [2],Neutral [0],Agree [1],Agree [1],Agree [1],Agree [1]
17/04/2024 14:04,17/04/2024 14:11,IP Address,66.208.15.234,100,395,TRUE,17/04/2024 14:11,R_8dHEvK4DYGMSqat,,,,,39.2332,-77.1446,anonymous,EN,"I consent, begin the study",,,,,151,White,Action,7,201,Asian,Action,1,205,Asian,Action,6,123,Black,Drama,6,71,White,Drama,3,142,Black,Action,4,72,Latinx,Drama,7,99,Latinx,Action,4,28,35,40,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lean Democrat,35,Female,,White,Bachelor's Degree,,"$200,000 or more","Washington, DC",Agree [1],Agree [1],Agree [1],Neutral [0],Agree [1],Agree [1],Agree [1],Agree [1],Agree [1],Agree [1],Agree [1],Agree [1],Agree [1],Agree [1],Agree [1],Agree [1],Agree [1],Agree [1],Agree [1],Agree [1]
17/04/2024 14:09,17/04/2024 14:14,IP Address,75.210.102.205,100,287,TRUE,17/04/2024 14:14,R_2FeMJa0pCQ3VGYb,,,,,41.8883,-87.7613,anonymous,EN,"I consent, begin the study",,,,,250,White,Action,7,200,Asian,Action,7,250,Asian,Action,8,130,Black,Drama,5,115,White,Drama,6,150,Black,Action,9,75,Latinx,Other,9,100,Latinx,Action,8,60,30,45,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,strong Democrat,27,Female,,White,Bachelor's Degree,,"$25,000 - $49,999","Chicago, Illinois",Agree [1],Strongly Agree [2],Agree [1],Neutral [0],Agree [1],Strongly Agree [2],Agree [1],Agree [1],Neutral [0],Neutral [0],Disagree [-1],Agree [1],Agree [1],Agree [1],Agree [1],Neutral [0],Strongly Agree [2],Agree [1],Agree [1],Agree [1]
17/04/2024 14:08,17/04/2024 14:14,IP Address,67.52.234.98,100,363,TRUE,17/04/2024 14:14,R_7COGxh5udW36Jxm,,,,,39.0397,-94.5936,anonymous,EN,"I consent, begin the study",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very effective (3),27,Asian,Effective (2),35,Asian,Effective (2),37,Black,Effective (2),39,Black,Slightly effective (1),34,Other,Slightly effective (1),54,White,Effective (2),47,White,Effective (2),26,Asian,61,45,35,33,67,50,32,25,strong Democrat,44,Female,,White,Some College or Associate's Degree,,"$25,000 - $49,999","Kansas City, Missouri",Agree [1],Agree [1],Strongly Agree [2],Neutral [0],Neutral [0],Agree [1],Strongly Agree [2],Agree [1],Agree [1],Agree [1],Strongly Agree [2],Agree [1],Strongly Agree [2],Strongly Agree [2],Agree [1],Agree [1],Strongly Agree [2],Agree [1],Disagree [-1],Agree [1]
