id,genre
75552.0,Adventure
75552.0,Western
75552.0,Drama
10889.0,Crime
10889.0,Drama
10889.0,Thriller
1623.0,Crime
1623.0,Drama
31112.0,Family
31112.0,Animation
31112.0,Comedy
39176.0,Horror
15310.0,Drama
15310.0,Music
15310.0,Romance
16619.0,Drama
33670.0,Comedy
79989.0,Science Fiction
79989.0,Action
79989.0,Drama
33076.0,Comedy
40932.0,Comedy
40932.0,Music
25628.0,Fantasy
25628.0,Adventure
14807.0,Mystery
14807.0,Crime
14807.0,Thriller
14807.0,Drama
251429.0,Action
251429.0,Adventure
251429.0,TV Movie
57082.0,Drama
89098.0,Comedy
89098.0,Drama
89098.0,Mystery
28124.0,Comedy
28124.0,Romance
49069.0,Fantasy
49069.0,Comedy
49069.0,Science Fiction
49069.0,Music
31703.0,Adventure
31703.0,Horror
31703.0,Mystery
31703.0,Thriller
16633.0,Drama
16633.0,Fantasy
16633.0,Romance
13005.0,Comedy
5917.0,Western
5917.0,Action
5917.0,Drama
32020.0,Drama
32020.0,Thriller
1013785.0,Music
1013785.0,Documentary
13762.0,Comedy
13762.0,Crime
13762.0,Thriller
13762.0,Mystery
13762.0,Horror
19267.0,Action
19267.0,Comedy
119617.0,Comedy
11767.0,Adventure
11767.0,Drama
11767.0,Romance
13612.0,Action
13612.0,Adventure
13612.0,Comedy
44004.0,Action
44004.0,Comedy
44004.0,Drama
44789.0,Western
44789.0,TV Movie
165243.0,Music
165243.0,Documentary
41034.0,Comedy
41034.0,Romance
32030.0,Comedy
32030.0,Adventure
37835.0,Action
163627.0,Drama
163627.0,Music
163627.0,Romance
167119.0,Mystery
167119.0,Thriller
167119.0,Crime
167119.0,Horror
21879.0,Comedy
16769.0,Music
16769.0,Drama
57537.0,Drama
57537.0,TV Movie
19664.0,War
19664.0,Action
19664.0,Thriller
104912.0,Crime
104912.0,Comedy
104912.0,Action
1578.0,Drama
31249.0,Action
31249.0,Documentary
31249.0,Comedy
32027.0,Drama
314762.0,Horror
314762.0,Mystery
314762.0,Thriller
314762.0,TV Movie
47876.0,Comedy
47876.0,Romance
40102.0,Horror
40102.0,Thriller
6028.0,Mystery
6028.0,Crime
6028.0,Thriller
55321.0,Drama
55321.0,TV Movie
368508.0,Drama
368508.0,TV Movie
221153.0,Drama
221153.0,TV Movie
35101.0,Adventure
35101.0,Family
42160.0,Action
42160.0,Comedy
42160.0,Drama
42160.0,Thriller
210198.0,Science Fiction
31603.0,Thriller
31603.0,Mystery
31603.0,Crime
8738.0,War
8738.0,Action
8738.0,Science Fiction
16121.0,Drama
16121.0,War
27458.0,Comedy
27458.0,Drama
80624.0,Horror
80624.0,Thriller
18910.0,Drama
18910.0,Thriller
18910.0,Comedy
18910.0,Mystery
18910.0,Horror
26803.0,Music
26803.0,Drama
19761.0,Science Fiction
19761.0,Thriller
85548.0,Adventure
85548.0,Drama
85548.0,Western
3486.0,Comedy
3486.0,Horror
3486.0,Crime
73354.0,Thriller
73354.0,Horror
33214.0,Mystery
33214.0,Drama
33214.0,Thriller
