id,genre
17466.0,Action
17466.0,Crime
17466.0,Thriller
162.0,Fantasy
162.0,Drama
162.0,Romance
2302.0,Drama
28090.0,Action
28090.0,Horror
28090.0,Thriller
8217.0,Fantasy
8217.0,Drama
8217.0,Romance
8217.0,Comedy
89139.0,Action
10917.0,Crime
10917.0,Drama
10917.0,TV Movie
41153.0,Comedy
41153.0,Horror
25831.0,Animation
25831.0,Comedy
25831.0,Family
27767.0,Horror
27767.0,Comedy
20815.0,Drama
20815.0,Science Fiction
9491.0,Thriller
26914.0,Horror
26914.0,Fantasy
16814.0,Comedy
16814.0,Romance
31676.0,Mystery
31676.0,Thriller
31676.0,Crime
66706.0,Western
66706.0,Horror
2102.0,Science Fiction
11005.0,Drama
951.0,Comedy
2927.0,Science Fiction
49497.0,Comedy
49497.0,Drama
49497.0,Family
49497.0,TV Movie
28450.0,Action
28450.0,Horror
28450.0,Mystery
28450.0,Science Fiction
28450.0,Thriller
41828.0,Comedy
41828.0,Horror
41828.0,Thriller
2891.0,Drama
83202.0,Family
83202.0,Comedy
83202.0,Animation
91612.0,Action
8428.0,Music
8428.0,Drama
427910.0,Action
12719.0,Action
12719.0,Comedy
12719.0,Crime
25943.0,Comedy
12651.0,Drama
12651.0,War
12651.0,Action
58200.0,Horror
58200.0,Science Fiction
56205.0,Documentary
56205.0,TV Movie
22585.0,Comedy
22585.0,Action
24862.0,Science Fiction
24862.0,Thriller
24862.0,Action
24862.0,Horror
60577.0,Comedy
68895.0,Action
36094.0,Drama
36094.0,Romance
31923.0,Comedy
31923.0,Drama
24731.0,Action
24731.0,Comedy
24731.0,Crime
11060.0,Crime
11060.0,Drama
29514.0,Horror
6488.0,Comedy
6488.0,Horror
19158.0,Horror
11510.0,Comedy
11510.0,Horror
65497.0,Action
65497.0,Crime
65497.0,Drama
25528.0,Action
25528.0,Thriller
38545.0,Comedy
38545.0,Drama
38545.0,Romance
10169.0,Comedy
10169.0,Crime
1669.0,Action
1669.0,Adventure
1669.0,Thriller
114.0,Comedy
114.0,Romance
14864.0,Romance
14864.0,Crime
14864.0,Thriller
44909.0,Horror
44909.0,Comedy
44909.0,Fantasy
37926.0,Science Fiction
27274.0,Comedy
27274.0,Horror
27274.0,Science Fiction
9586.0,Comedy
9586.0,Drama
20876.0,Crime
20876.0,Comedy
32043.0,Horror
32043.0,Thriller
11856.0,Action
11856.0,Adventure
11856.0,Comedy
11856.0,Drama
2565.0,Comedy
2565.0,Romance
9356.0,Romance
9356.0,Comedy
108553.0,Comedy
108553.0,Romance
28340.0,Science Fiction
28340.0,Comedy
28340.0,Horror
12157.0,Comedy
12157.0,Romance
12157.0,Drama
20481.0,Horror
20481.0,Fantasy
20481.0,Action
31598.0,Action
31598.0,Thriller
31598.0,Crime
28553.0,Drama
1727.0,Action
1727.0,Adventure
1727.0,Comedy
1727.0,Romance
9569.0,Action
9569.0,Drama
7975.0,Comedy
7975.0,Drama
32669.0,Crime
32669.0,Drama
32669.0,Mystery
34636.0,Drama
34636.0,Family
34636.0,Fantasy
34636.0,Adventure
15389.0,Comedy
15389.0,Drama
15389.0,Romance
79509.0,Action
79509.0,Thriller
79509.0,Comedy
40377.0,Horror
40377.0,Thriller
40377.0,TV Movie
118430.0,Romance
118430.0,Drama
416749.0,Comedy
9556.0,Action
9556.0,Science Fiction
9556.0,Thriller
41848.0,Horror
41848.0,Thriller
9768.0,Comedy
9768.0,Romance
861.0,Action
861.0,Adventure
861.0,Science Fiction
19384.0,Action
19384.0,Thriller
19384.0,Science Fiction
19384.0,Crime
19384.0,Horror
26612.0,Adventure
26612.0,Family
26612.0,TV Movie
21357.0,Family
21357.0,Fantasy
21357.0,Comedy
21357.0,Adventure
530.0,Family
530.0,Animation
530.0,Comedy
242.0,Crime
242.0,Drama
242.0,Thriller
18111.0,Horror
18111.0,Comedy
18111.0,Science Fiction
11135.0,Animation
11135.0,Adventure
11135.0,Family
11135.0,Fantasy
31597.0,Action
31597.0,Thriller
31597.0,Crime
31597.0,Mystery
41925.0,Thriller
14931.0,Action
14931.0,Crime
14931.0,Drama
14931.0,Thriller
26954.0,Horror
26954.0,Mystery
26954.0,Science Fiction
928.0,Comedy
928.0,Horror
928.0,Fantasy
37865.0,TV Movie
37865.0,Horror
37865.0,Thriller
1700.0,Drama
1700.0,Thriller
21168.0,Drama
21168.0,Thriller
21168.0,Horror
9558.0,Thriller
9558.0,Crime
19185.0,Horror
10837.0,Adventure
10837.0,Animation
10837.0,Family
10837.0,Comedy
10837.0,Fantasy
6723.0,Action
6723.0,Crime
6723.0,Drama
6723.0,Thriller
9362.0,Horror
9362.0,Action
9362.0,Science Fiction
9362.0,Comedy
3101.0,Comedy
3101.0,Crime
52741.0,Comedy
52741.0,Drama
52741.0,Romance
28761.0,Adventure
28761.0,Drama
11309.0,Science Fiction
11309.0,Thriller
11309.0,Horror
58899.0,Horror
2154.0,Horror
2154.0,Action
2154.0,Thriller
2154.0,Science Fiction
33796.0,Adventure
33796.0,Drama
33796.0,History
10173.0,Action
10173.0,Crime
20701.0,Thriller
20701.0,Comedy
20701.0,Fantasy
20701.0,Horror
14249.0,Thriller
14249.0,Romance
14249.0,Drama
5549.0,Action
5549.0,Adventure
5549.0,Crime
5549.0,Science Fiction
5549.0,Thriller
94105.0,Drama
94105.0,Mystery
94105.0,Crime
94105.0,TV Movie
3688.0,Comedy
3688.0,Science Fiction
20674.0,TV Movie
20674.0,Action
